CO_POSICAO;SG_AREA;CO_ITEM;TX_GABARITO;CO_HABILIDADE;IN_ITEM_ABAN;TX_MOTIVO_ABAN;NU_PARAM_A;NU_PARAM_B;NU_PARAM_C;TX_COR;CO_PROVA
94;LC;60153;D;9;0;;0.17448;1.72689;0.03047;AMARELO;57
94;LC;60153;D;9;0;;0.17448;1.72689;0.03047;CINZA;58
94;LC;60154;A;13;0;;1.49931;0.35061;0.19376;AZUL;59
94;LC;60154;A;13;0;;1.49931;0.35061;0.19376;ROSA;60
94;LC;59111;C;;0;;1.40259;-0.32806;0.1761;AMARELO;73
94;LC;60094;D;;0;;1.31853;-0.69552;0.11694;CINZA;74
94;LC;60094;D;;0;;1.31853;-0.69552;0.11694;AZUL;75
94;LC;59111;C;;0;;1.40259;-0.32806;0.1761;ROSA;76
95;LC;60154;A;13;0;;1.49931;0.35061;0.19376;AMARELO;57
95;LC;60154;A;13;0;;1.49931;0.35061;0.19376;CINZA;58
95;LC;60153;D;9;0;;0.17448;1.72689;0.03047;AZUL;59
95;LC;60153;D;9;0;;0.17448;1.72689;0.03047;ROSA;60
95;LC;60094;D;;0;;1.31853;-0.69552;0.11694;AMARELO;73
95;LC;59111;C;;0;;1.40259;-0.32806;0.1761;CINZA;74
95;LC;59111;C;;0;;1.40259;-0.32806;0.1761;AZUL;75
95;LC;60094;D;;0;;1.31853;-0.69552;0.11694;ROSA;76
96;LC;60155;D;25;0;;2.15636;1.39514;0.26674;AMARELO;57
96;LC;60155;D;25;0;;2.15636;1.39514;0.26674;CINZA;58
96;LC;60157;C;21;0;;1.2238;1.36537;0.12418;AZUL;59
96;LC;60156;D;2;0;;1.29165;-2.59784;0.02174;ROSA;60
96;LC;59521;D;;0;;1.51371;0.29719;0.10295;AMARELO;73
96;LC;59521;D;;0;;1.51371;0.29719;0.10295;CINZA;74
96;LC;59521;D;;0;;1.51371;0.29719;0.10295;AZUL;75
96;LC;59521;D;;0;;1.51371;0.29719;0.10295;ROSA;76
97;LC;60156;D;2;0;;1.29165;-2.59784;0.02174;AMARELO;57
97;LC;60157;C;21;0;;1.2238;1.36537;0.12418;CINZA;58
97;LC;60156;D;2;0;;1.29165;-2.59784;0.02174;AZUL;59
97;LC;60157;C;21;0;;1.2238;1.36537;0.12418;ROSA;60
97;LC;58199;E;;0;;0.65996;0.88205;0.16965;AMARELO;73
97;LC;58199;E;;0;;0.65996;0.88205;0.16965;CINZA;74
97;LC;58199;E;;0;;0.65996;0.88205;0.16965;AZUL;75
97;LC;58199;E;;0;;0.65996;0.88205;0.16965;ROSA;76
98;LC;60157;C;21;0;;1.2238;1.36537;0.12418;AMARELO;57
98;LC;60156;D;2;0;;1.29165;-2.59784;0.02174;CINZA;58
98;LC;60155;D;25;0;;2.15636;1.39514;0.26674;AZUL;59
98;LC;60155;D;25;0;;2.15636;1.39514;0.26674;ROSA;60
98;LC;59164;E;;0;;1.46584;0.45343;0.13906;AMARELO;73
98;LC;59164;E;;0;;1.46584;0.45343;0.13906;CINZA;74
98;LC;59164;E;;0;;1.46584;0.45343;0.13906;AZUL;75
98;LC;59164;E;;0;;1.46584;0.45343;0.13906;ROSA;76
99;LC;59578;C;15;0;;1.76673;1.16016;0.16401;AMARELO;57
99;LC;59578;C;15;0;;1.76673;1.16016;0.16401;CINZA;58
99;LC;59578;C;15;0;;1.76673;1.16016;0.16401;AZUL;59
99;LC;59578;C;15;0;;1.76673;1.16016;0.16401;ROSA;60
99;LC;59553;C;;0;;1.41779;0.48869;0.12741;AMARELO;73
99;LC;59553;C;;0;;1.41779;0.48869;0.12741;CINZA;74
99;LC;59143;B;;0;;1.73884;0.29285;0.21977;AZUL;75
99;LC;59691;D;;0;;2.37163;0.71067;0.18134;ROSA;76
100;LC;60158;C;12;0;;1.53006;-0.42423;0.17888;AMARELO;57
100;LC;60158;C;12;0;;1.53006;-0.42423;0.17888;CINZA;58
100;LC;60160;E;19;0;;1.33407;-0.24622;0.14923;AZUL;59
100;LC;60160;E;19;0;;1.33407;-0.24622;0.14923;ROSA;60
100;LC;59691;D;;0;;2.37163;0.71067;0.18134;AMARELO;73
100;LC;59143;B;;0;;1.73884;0.29285;0.21977;CINZA;74
100;LC;59691;D;;0;;2.37163;0.71067;0.18134;AZUL;75
100;LC;59143;B;;0;;1.73884;0.29285;0.21977;ROSA;76
101;LC;;X;;1;Pedagógico;;;;AMARELO;57
101;LC;60160;E;19;0;;1.33407;-0.24622;0.14923;CINZA;58
101;LC;;X;;1;Pedagógico;;;;AZUL;59
101;LC;;X;;1;Pedagógico;;;;ROSA;60
101;LC;59143;B;;0;;1.73884;0.29285;0.21977;AMARELO;73
101;LC;59691;D;;0;;2.37163;0.71067;0.18134;CINZA;74
101;LC;59553;C;;0;;1.41779;0.48869;0.12741;AZUL;75
101;LC;58205;A;;0;;3.33804;0.53521;0.13236;ROSA;76
102;LC;60160;E;19;0;;1.33407;-0.24622;0.14923;AMARELO;57
102;LC;;X;;1;Pedagógico;;;;CINZA;58
102;LC;60158;C;12;0;;1.53006;-0.42423;0.17888;AZUL;59
102;LC;60158;C;12;0;;1.53006;-0.42423;0.17888;ROSA;60
102;LC;58504;B;;0;;1.81093;0.4451;0.20425;AMARELO;73
102;LC;58504;B;;0;;1.81093;0.4451;0.20425;CINZA;74
102;LC;58504;B;;0;;1.81093;0.4451;0.20425;AZUL;75
102;LC;58504;B;;0;;1.81093;0.4451;0.20425;ROSA;76
103;LC;60161;C;10;0;;0.74583;-1.56844;0.00464;AMARELO;57
103;LC;60161;C;10;0;;0.74583;-1.56844;0.00464;CINZA;58
103;LC;60161;C;10;0;;0.74583;-1.56844;0.00464;AZUL;59
103;LC;60161;C;10;0;;0.74583;-1.56844;0.00464;ROSA;60
103;LC;59681;C;;0;;1.72849;-0.02264;0.20339;AMARELO;73
103;LC;59681;C;;0;;1.72849;-0.02264;0.20339;CINZA;74
103;LC;59681;C;;0;;1.72849;-0.02264;0.20339;AZUL;75
103;LC;59681;C;;0;;1.72849;-0.02264;0.20339;ROSA;76
104;LC;59175;A;29;0;;1.22447;0.03763;0.07999;AMARELO;57
104;LC;59175;A;29;0;;1.22447;0.03763;0.07999;CINZA;58
104;LC;59175;A;29;0;;1.22447;0.03763;0.07999;AZUL;59
104;LC;59175;A;29;0;;1.22447;0.03763;0.07999;ROSA;60
104;LC;58205;A;;0;;3.33804;0.53521;0.13236;AMARELO;73
104;LC;58205;A;;0;;3.33804;0.53521;0.13236;CINZA;74
104;LC;59137;B;;0;;1.87075;0.1485;0.13725;AZUL;75
104;LC;59553;C;;0;;1.41779;0.48869;0.12741;ROSA;76
105;LC;60162;D;30;0;;1.85103;-0.65235;0.12666;AMARELO;57
105;LC;60163;D;1;0;;1.25947;2.26652;0.1277;CINZA;58
105;LC;60163;D;1;0;;1.25947;2.26652;0.1277;AZUL;59
105;LC;60163;D;1;0;;1.25947;2.26652;0.1277;ROSA;60
105;LC;59550;C;;0;;2.55254;0.55073;0.18287;AMARELO;73
105;LC;59137;B;;0;;1.87075;0.1485;0.13725;CINZA;74
105;LC;59550;C;;0;;2.55254;0.55073;0.18287;AZUL;75
105;LC;59137;B;;0;;1.87075;0.1485;0.13725;ROSA;76
106;LC;60163;D;1;0;;1.25947;2.26652;0.1277;AMARELO;57
106;LC;60162;D;30;0;;1.85103;-0.65235;0.12666;CINZA;58
106;LC;60162;D;30;0;;1.85103;-0.65235;0.12666;AZUL;59
106;LC;60165;E;24;0;;0.56261;1.38732;0.00511;ROSA;60
106;LC;59137;B;;0;;1.87075;0.1485;0.13725;AMARELO;73
106;LC;59550;C;;0;;2.55254;0.55073;0.18287;CINZA;74
106;LC;58205;A;;0;;3.33804;0.53521;0.13236;AZUL;75
106;LC;59550;C;;0;;2.55254;0.55073;0.18287;ROSA;76
107;LC;60164;B;22;0;;0.92183;-1.48328;0.00139;AMARELO;57
107;LC;60165;E;24;0;;0.56261;1.38732;0.00511;CINZA;58
107;LC;60165;E;24;0;;0.56261;1.38732;0.00511;AZUL;59
107;LC;60164;B;22;0;;0.92183;-1.48328;0.00139;ROSA;60
107;LC;58228;D;;0;;2.26056;1.06626;0.20722;AMARELO;73
107;LC;58228;D;;0;;2.26056;1.06626;0.20722;CINZA;74
107;LC;58228;D;;0;;2.26056;1.06626;0.20722;AZUL;75
107;LC;58228;D;;0;;2.26056;1.06626;0.20722;ROSA;76
108;LC;60165;E;24;0;;0.56261;1.38732;0.00511;AMARELO;57
108;LC;60164;B;22;0;;0.92183;-1.48328;0.00139;CINZA;58
108;LC;60164;B;22;0;;0.92183;-1.48328;0.00139;AZUL;59
108;LC;60162;D;30;0;;1.85103;-0.65235;0.12666;ROSA;60
108;LC;58157;C;;0;;1.56235;1.11884;0.23671;AMARELO;73
108;LC;58157;C;;0;;1.56235;1.11884;0.23671;CINZA;74
108;LC;58157;C;;0;;1.56235;1.11884;0.23671;AZUL;75
108;LC;58157;C;;0;;1.56235;1.11884;0.23671;ROSA;76
109;LC;58219;C;25;0;;1.55006;0.91629;0.18536;AMARELO;57
109;LC;58219;C;25;0;;1.55006;0.91629;0.18536;CINZA;58
109;LC;58219;C;25;0;;1.55006;0.91629;0.18536;AZUL;59
109;LC;58219;C;25;0;;1.55006;0.91629;0.18536;ROSA;60
109;LC;58189;E;;0;;1.36274;1.3267;0.24729;AMARELO;73
109;LC;59156;E;;0;;2.14055;1.04831;0.22814;CINZA;74
109;LC;59606;B;;0;;1.48874;1.92308;0.15779;AZUL;75
109;LC;59606;B;;0;;1.48874;1.92308;0.15779;ROSA;76
110;LC;60166;C;3;0;;1.98046;0.16087;0.21196;AMARELO;57
110;LC;60166;C;3;0;;1.98046;0.16087;0.21196;CINZA;58
110;LC;60166;C;3;0;;1.98046;0.16087;0.21196;AZUL;59
110;LC;60166;C;3;0;;1.98046;0.16087;0.21196;ROSA;60
110;LC;59156;E;;0;;2.14055;1.04831;0.22814;AMARELO;73
110;LC;58189;E;;0;;1.36274;1.3267;0.24729;CINZA;74
110;LC;59156;E;;0;;2.14055;1.04831;0.22814;AZUL;75
110;LC;58189;E;;0;;1.36274;1.3267;0.24729;ROSA;76
111;LC;60167;D;28;0;;1.86134;1.51891;0.13794;AMARELO;57
111;LC;60168;C;20;0;;1.96799;1.21789;0.12961;CINZA;58
111;LC;60168;C;20;0;;1.96799;1.21789;0.12961;AZUL;59
111;LC;60169;C;12;0;;0.95604;0.12646;0.07389;ROSA;60
111;LC;59606;B;;0;;1.48874;1.92308;0.15779;AMARELO;73
111;LC;59606;B;;0;;1.48874;1.92308;0.15779;CINZA;74
111;LC;58189;E;;0;;1.36274;1.3267;0.24729;AZUL;75
111;LC;59156;E;;0;;2.14055;1.04831;0.22814;ROSA;76
112;LC;60168;C;20;0;;1.96799;1.21789;0.12961;AMARELO;57
112;LC;60167;D;28;0;;1.86134;1.51891;0.13794;CINZA;58
112;LC;60169;C;12;0;;0.95604;0.12646;0.07389;AZUL;59
112;LC;60168;C;20;0;;1.96799;1.21789;0.12961;ROSA;60
112;LC;59624;D;;0;;2.1892;0.99778;0.07685;AMARELO;73
112;LC;59624;D;;0;;2.1892;0.99778;0.07685;CINZA;74
112;LC;59624;D;;0;;2.1892;0.99778;0.07685;AZUL;75
112;LC;59624;D;;0;;2.1892;0.99778;0.07685;ROSA;76
113;LC;60169;C;12;0;;0.95604;0.12646;0.07389;AMARELO;57
113;LC;60169;C;12;0;;0.95604;0.12646;0.07389;CINZA;58
113;LC;60167;D;28;0;;1.86134;1.51891;0.13794;AZUL;59
113;LC;60167;D;28;0;;1.86134;1.51891;0.13794;ROSA;60
113;LC;59570;E;;0;;2.06925;0.04473;0.08708;AMARELO;73
113;LC;59182;D;;0;;1.59951;1.45002;0.14949;CINZA;74
113;LC;59575;D;;0;;1.82564;1.09872;0.16136;AZUL;75
113;LC;59575;D;;0;;1.82564;1.09872;0.16136;ROSA;76
114;LC;59074;D;21;0;;0.74469;-0.49715;0.00117;AMARELO;57
114;LC;59074;D;21;0;;0.74469;-0.49715;0.00117;CINZA;58
114;LC;59074;D;21;0;;0.74469;-0.49715;0.00117;AZUL;59
114;LC;59074;D;21;0;;0.74469;-0.49715;0.00117;ROSA;60
114;LC;59182;D;;0;;1.59951;1.45002;0.14949;AMARELO;73
114;LC;59570;E;;0;;2.06925;0.04473;0.08708;CINZA;74
114;LC;59182;D;;0;;1.59951;1.45002;0.14949;AZUL;75
114;LC;58227;C;;0;;1.53189;1.88469;0.25248;ROSA;76
115;LC;60170;C;14;0;;2.04663;0.81558;0.23032;AMARELO;57
115;LC;60171;E;14;0;;1.09239;-0.21594;0.00408;CINZA;58
115;LC;60171;E;14;0;;1.09239;-0.21594;0.00408;AZUL;59
115;LC;60173;E;19;0;;1.23656;0.34024;0.27472;ROSA;60
115;LC;59575;D;;0;;1.82564;1.09872;0.16136;AMARELO;73
115;LC;59575;D;;0;;1.82564;1.09872;0.16136;CINZA;74
115;LC;59570;E;;0;;2.06925;0.04473;0.08708;AZUL;75
115;LC;59182;D;;0;;1.59951;1.45002;0.14949;ROSA;76
116;LC;60171;E;14;0;;1.09239;-0.21594;0.00408;AMARELO;57
116;LC;60170;C;14;0;;2.04663;0.81558;0.23032;CINZA;58
116;LC;60173;E;19;0;;1.23656;0.34024;0.27472;AZUL;59
116;LC;60172;D;18;0;;0.89413;1.6841;0.38803;ROSA;60
116;LC;58227;C;;0;;1.53189;1.88469;0.25248;AMARELO;73
116;LC;58227;C;;0;;1.53189;1.88469;0.25248;CINZA;74
116;LC;58227;C;;0;;1.53189;1.88469;0.25248;AZUL;75
116;LC;59570;E;;0;;2.06925;0.04473;0.08708;ROSA;76
117;LC;60172;D;18;0;;0.89413;1.6841;0.38803;AMARELO;57
117;LC;60173;E;19;0;;1.23656;0.34024;0.27472;CINZA;58
117;LC;60172;D;18;0;;0.89413;1.6841;0.38803;AZUL;59
117;LC;60171;E;14;0;;1.09239;-0.21594;0.00408;ROSA;60
117;LC;58179;E;;0;;1.60773;0.76654;0.16336;AMARELO;73
117;LC;58179;E;;0;;1.60773;0.76654;0.16336;CINZA;74
117;LC;58179;E;;0;;1.60773;0.76654;0.16336;AZUL;75
117;LC;58179;E;;0;;1.60773;0.76654;0.16336;ROSA;76
118;LC;60173;E;19;0;;1.23656;0.34024;0.27472;AMARELO;57
118;LC;60172;D;18;0;;0.89413;1.6841;0.38803;CINZA;58
118;LC;60170;C;14;0;;2.04663;0.81558;0.23032;AZUL;59
118;LC;60170;C;14;0;;2.04663;0.81558;0.23032;ROSA;60
118;LC;59060;B;;0;;1.65848;1.91369;0.16974;AMARELO;73
118;LC;59060;B;;0;;1.65848;1.91369;0.16974;CINZA;74
118;LC;59060;B;;0;;1.65848;1.91369;0.16974;AZUL;75
118;LC;59060;B;;0;;1.65848;1.91369;0.16974;ROSA;76
119;LC;59610;E;22;0;;2.07716;0.67592;0.17303;AMARELO;57
119;LC;59610;E;22;0;;2.07716;0.67592;0.17303;CINZA;58
119;LC;59610;E;22;0;;2.07716;0.67592;0.17303;AZUL;59
119;LC;59610;E;22;0;;2.07716;0.67592;0.17303;ROSA;60
119;LC;58168;A;;0;;1.40145;1.96882;0.12966;AMARELO;73
119;LC;59138;C;;0;;1.84157;1.43279;0.13065;CINZA;74
119;LC;58168;A;;0;;1.40145;1.96882;0.12966;AZUL;75
119;LC;58168;A;;0;;1.40145;1.96882;0.12966;ROSA;76
120;LC;60174;D;12;0;;1.36999;0.42102;0.15831;AMARELO;57
120;LC;60175;C;17;0;;1.37541;0.90582;0.20672;CINZA;58
120;LC;60175;C;17;0;;1.37541;0.90582;0.20672;AZUL;59
120;LC;60175;C;17;0;;1.37541;0.90582;0.20672;ROSA;60
120;LC;59138;C;;0;;1.84157;1.43279;0.13065;AMARELO;73
120;LC;58168;A;;0;;1.40145;1.96882;0.12966;CINZA;74
120;LC;59138;C;;0;;1.84157;1.43279;0.13065;AZUL;75
120;LC;59138;C;;0;;1.84157;1.43279;0.13065;ROSA;76
121;LC;60175;C;17;0;;1.37541;0.90582;0.20672;AMARELO;57
121;LC;60174;D;12;0;;1.36999;0.42102;0.15831;CINZA;58
121;LC;60177;B;23;0;;1.80381;1.14113;0.24723;AZUL;59
121;LC;60176;B;27;0;;1.94533;1.62981;0.13471;ROSA;60
121;LC;59598;C;;0;;1.08684;1.14434;0.14406;AMARELO;73
121;LC;59598;C;;0;;1.08684;1.14434;0.14406;CINZA;74
121;LC;59598;C;;0;;1.08684;1.14434;0.14406;AZUL;75
121;LC;59598;C;;0;;1.08684;1.14434;0.14406;ROSA;76
122;LC;60176;B;27;0;;1.94533;1.62981;0.13471;AMARELO;57
122;LC;60177;B;23;0;;1.80381;1.14113;0.24723;CINZA;58
122;LC;60176;B;27;0;;1.94533;1.62981;0.13471;AZUL;59
122;LC;60177;B;23;0;;1.80381;1.14113;0.24723;ROSA;60
122;LC;59651;D;;0;;1.36971;1.47048;0.15678;AMARELO;73
122;LC;59651;D;;0;;1.36971;1.47048;0.15678;CINZA;74
122;LC;59651;D;;0;;1.36971;1.47048;0.15678;AZUL;75
122;LC;59651;D;;0;;1.36971;1.47048;0.15678;ROSA;76
123;LC;60177;B;23;0;;1.80381;1.14113;0.24723;AMARELO;57
123;LC;60176;B;27;0;;1.94533;1.62981;0.13471;CINZA;58
123;LC;60174;D;12;0;;1.36999;0.42102;0.15831;AZUL;59
123;LC;60174;D;12;0;;1.36999;0.42102;0.15831;ROSA;60
123;LC;59665;E;;0;;1.50438;1.21606;0.14173;AMARELO;73
123;LC;59632;C;;0;;1.9055;0.69942;0.23079;CINZA;74
123;LC;59632;C;;0;;1.9055;0.69942;0.23079;AZUL;75
123;LC;59682;E;;0;;1.11766;1.83779;0.19427;ROSA;76
124;LC;59561;D;16;0;;1.03471;0.96923;0.13335;AMARELO;57
124;LC;59561;D;16;0;;1.03471;0.96923;0.13335;CINZA;58
124;LC;59561;D;16;0;;1.03471;0.96923;0.13335;AZUL;59
124;LC;59561;D;16;0;;1.03471;0.96923;0.13335;ROSA;60
124;LC;59632;C;;0;;1.9055;0.69942;0.23079;AMARELO;73
124;LC;59665;E;;0;;1.50438;1.21606;0.14173;CINZA;74
124;LC;59682;E;;0;;1.11766;1.83779;0.19427;AZUL;75
124;LC;59030;E;;0;;1.51206;0.7901;0.14725;ROSA;76
125;LC;60178;D;4;0;;0.96344;1.16345;0.17561;AMARELO;57
125;LC;60178;D;4;0;;0.96344;1.16345;0.17561;CINZA;58
125;LC;60178;D;4;0;;0.96344;1.16345;0.17561;AZUL;59
125;LC;60178;D;4;0;;0.96344;1.16345;0.17561;ROSA;60
125;LC;59030;E;;0;;1.51206;0.7901;0.14725;AMARELO;73
125;LC;59682;E;;0;;1.11766;1.83779;0.19427;CINZA;74
125;LC;59030;E;;0;;1.51206;0.7901;0.14725;AZUL;75
125;LC;59632;C;;0;;1.9055;0.69942;0.23079;ROSA;76
126;LC;60179;D;3;0;;1.04158;0.50504;0.04293;AMARELO;57
126;LC;60179;D;3;0;;1.04158;0.50504;0.04293;CINZA;58
126;LC;60179;D;3;0;;1.04158;0.50504;0.04293;AZUL;59
126;LC;60179;D;3;0;;1.04158;0.50504;0.04293;ROSA;60
126;LC;59682;E;;0;;1.11766;1.83779;0.19427;AMARELO;73
126;LC;59030;E;;0;;1.51206;0.7901;0.14725;CINZA;74
126;LC;59665;E;;0;;1.50438;1.21606;0.14173;AZUL;75
126;LC;59665;E;;0;;1.50438;1.21606;0.14173;ROSA;76
127;LC;60180;C;23;0;;0.96019;0.00409;0.0869;AMARELO;57
127;LC;60180;C;23;0;;0.96019;0.00409;0.0869;CINZA;58
127;LC;60180;C;23;0;;0.96019;0.00409;0.0869;AZUL;59
127;LC;60180;C;23;0;;0.96019;0.00409;0.0869;ROSA;60
127;LC;59566;B;;0;;0.92531;2.11343;0.15871;AMARELO;73
127;LC;59566;B;;0;;0.92531;2.11343;0.15871;CINZA;74
127;LC;59566;B;;0;;0.92531;2.11343;0.15871;AZUL;75
127;LC;59566;B;;0;;0.92531;2.11343;0.15871;ROSA;76
128;LC;60213;E;16;0;;1.06456;0.08771;0.07523;AMARELO;57
128;LC;60213;E;16;0;;1.06456;0.08771;0.07523;CINZA;58
128;LC;60213;E;16;0;;1.06456;0.08771;0.07523;AZUL;59
128;LC;60213;E;16;0;;1.06456;0.08771;0.07523;ROSA;60
128;LC;59680;C;;0;;1.62778;1.87781;0.23376;AMARELO;73
128;LC;58166;D;;0;;1.3057;1.55326;0.22187;CINZA;74
128;LC;58166;D;;0;;1.3057;1.55326;0.22187;AZUL;75
128;LC;59637;A;;0;;1.39241;1.81296;0.24352;ROSA;76
129;LC;59558;E;22;0;;2.24182;1.91971;0.11021;AMARELO;57
129;LC;59558;E;22;0;;2.24182;1.91971;0.11021;CINZA;58
129;LC;59558;E;22;0;;2.24182;1.91971;0.11021;AZUL;59
129;LC;59558;E;22;0;;2.24182;1.91971;0.11021;ROSA;60
129;LC;58166;D;;0;;1.3057;1.55326;0.22187;AMARELO;73
129;LC;59680;C;;0;;1.62778;1.87781;0.23376;CINZA;74
129;LC;59680;C;;0;;1.62778;1.87781;0.23376;AZUL;75
129;LC;59189;B;;0;;1.13996;2.51269;0.22387;ROSA;76
130;LC;60214;C;17;0;;1.41939;1.9407;0.18185;AMARELO;57
130;LC;60214;C;17;0;;1.41939;1.9407;0.18185;CINZA;58
130;LC;60214;C;17;0;;1.41939;1.9407;0.18185;AZUL;59
130;LC;60220;D;16;0;;1.99283;1.32131;0.15818;ROSA;60
130;LC;59189;B;;0;;1.13996;2.51269;0.22387;AMARELO;73
130;LC;59189;B;;0;;1.13996;2.51269;0.22387;CINZA;74
130;LC;59637;A;;0;;1.39241;1.81296;0.24352;AZUL;75
130;LC;58166;D;;0;;1.3057;1.55326;0.22187;ROSA;76
131;LC;60216;C;16;0;;1.96067;2.21352;0.19902;AMARELO;57
131;LC;60216;C;16;0;;1.96067;2.21352;0.19902;CINZA;58
131;LC;60222;D;4;0;;2.10098;2.03879;0.15072;AZUL;59
131;LC;60218;C;15;0;;2.22631;1.374;0.18124;ROSA;60
131;LC;59637;A;;0;;1.39241;1.81296;0.24352;AMARELO;73
131;LC;59637;A;;0;;1.39241;1.81296;0.24352;CINZA;74
131;LC;59189;B;;0;;1.13996;2.51269;0.22387;AZUL;75
131;LC;59680;C;;0;;1.62778;1.87781;0.23376;ROSA;76
132;LC;60218;C;15;0;;2.22631;1.374;0.18124;AMARELO;57
132;LC;60220;D;16;0;;1.99283;1.32131;0.15818;CINZA;58
132;LC;60220;D;16;0;;1.99283;1.32131;0.15818;AZUL;59
132;LC;60221;A;11;0;;1.30382;1.31555;0.17822;ROSA;60
132;LC;59639;D;;0;;2.06295;0.56291;0.25896;AMARELO;73
132;LC;59639;D;;0;;2.06295;0.56291;0.25896;CINZA;74
132;LC;59639;D;;0;;2.06295;0.56291;0.25896;AZUL;75
132;LC;59639;D;;0;;2.06295;0.56291;0.25896;ROSA;76
133;LC;60220;D;16;0;;1.99283;1.32131;0.15818;AMARELO;57
133;LC;60218;C;15;0;;2.22631;1.374;0.18124;CINZA;58
133;LC;60218;C;15;0;;2.22631;1.374;0.18124;AZUL;59
133;LC;60214;C;17;0;;1.41939;1.9407;0.18185;ROSA;60
133;LC;59493;E;;0;;1.29568;1.21007;0.14848;AMARELO;73
133;LC;59493;E;;0;;1.29568;1.21007;0.14848;CINZA;74
133;LC;59493;E;;0;;1.29568;1.21007;0.14848;AZUL;75
133;LC;59493;E;;0;;1.29568;1.21007;0.14848;ROSA;76
134;LC;60221;A;11;0;;1.30382;1.31555;0.17822;AMARELO;57
134;LC;60221;A;11;0;;1.30382;1.31555;0.17822;CINZA;58
134;LC;60221;A;11;0;;1.30382;1.31555;0.17822;AZUL;59
134;LC;60222;D;4;0;;2.10098;2.03879;0.15072;ROSA;60
134;LC;59147;E;;0;;2.48964;1.25578;0.16594;AMARELO;73
134;LC;59562;B;;0;;0.97253;1.54356;0.16689;CINZA;74
134;LC;59562;B;;0;;0.97253;1.54356;0.16689;AZUL;75
134;LC;59147;E;;0;;2.48964;1.25578;0.16594;ROSA;76
135;LC;60222;D;4;0;;2.10098;2.03879;0.15072;AMARELO;57
135;LC;60222;D;4;0;;2.10098;2.03879;0.15072;CINZA;58
135;LC;60216;C;16;0;;1.96067;2.21352;0.19902;AZUL;59
135;LC;60216;C;16;0;;1.96067;2.21352;0.19902;ROSA;60
135;LC;59562;B;;0;;0.97253;1.54356;0.16689;AMARELO;73
135;LC;59147;E;;0;;2.48964;1.25578;0.16594;CINZA;74
135;LC;59147;E;;0;;2.48964;1.25578;0.16594;AZUL;75
135;LC;59562;B;;0;;0.97253;1.54356;0.16689;ROSA;76
136;MT;60226;D;12;0;;2.70316;1.28868;0.13945;AMARELO;61
136;MT;60227;E;24;0;;2.4516;2.26159;0.07674;CINZA;62
136;MT;60229;A;24;0;;3.40407;2.10238;0.10698;AZUL;63
136;MT;60226;D;12;0;;2.70316;1.28868;0.13945;ROSA;64
136;MT;58973;B;;0;;2.47441;0.77236;0.16687;AMARELO;77
136;MT;58973;B;;0;;2.47441;0.77236;0.16687;CINZA;78
136;MT;58973;B;;0;;2.47441;0.77236;0.16687;AZUL;79
136;MT;58973;B;;0;;2.47441;0.77236;0.16687;ROSA;80
137;MT;60227;E;24;0;;2.4516;2.26159;0.07674;AMARELO;61
137;MT;60228;C;28;0;;2.18226;2.25808;0.24918;CINZA;62
137;MT;60226;D;12;0;;2.70316;1.28868;0.13945;AZUL;63
137;MT;60229;A;24;0;;3.40407;2.10238;0.10698;ROSA;64
137;MT;58783;C;;0;;2.1714;0.98005;0.19773;AMARELO;77
137;MT;58783;C;;0;;2.1714;0.98005;0.19773;CINZA;78
137;MT;58783;C;;0;;2.1714;0.98005;0.19773;AZUL;79
137;MT;58783;C;;0;;2.1714;0.98005;0.19773;ROSA;80
138;MT;60228;C;28;0;;2.18226;2.25808;0.24918;AMARELO;61
138;MT;60226;D;12;0;;2.70316;1.28868;0.13945;CINZA;62
138;MT;60227;E;24;0;;2.4516;2.26159;0.07674;AZUL;63
138;MT;60228;C;28;0;;2.18226;2.25808;0.24918;ROSA;64
138;MT;58700;D;;0;;1.79227;0.09797;0.08049;AMARELO;77
138;MT;59002;E;;0;;1.95147;-0.35276;0.13498;CINZA;78
138;MT;59002;E;;0;;1.95147;-0.35276;0.13498;AZUL;79
138;MT;58700;D;;0;;1.79227;0.09797;0.08049;ROSA;80
139;MT;60229;A;24;0;;3.40407;2.10238;0.10698;AMARELO;61
139;MT;60229;A;24;0;;3.40407;2.10238;0.10698;CINZA;62
139;MT;60228;C;28;0;;2.18226;2.25808;0.24918;AZUL;63
139;MT;60227;E;24;0;;2.4516;2.26159;0.07674;ROSA;64
139;MT;59002;E;;0;;1.95147;-0.35276;0.13498;AMARELO;77
139;MT;58700;D;;0;;1.79227;0.09797;0.08049;CINZA;78
139;MT;58700;D;;0;;1.79227;0.09797;0.08049;AZUL;79
139;MT;59002;E;;0;;1.95147;-0.35276;0.13498;ROSA;80
140;MT;60230;D;23;0;;1.76793;0.79745;0.17243;AMARELO;61
140;MT;60230;D;23;0;;1.76793;0.79745;0.17243;CINZA;62
140;MT;60231;C;18;0;;2.86703;1.9126;0.19442;AZUL;63
140;MT;60231;C;18;0;;2.86703;1.9126;0.19442;ROSA;64
140;MT;58599;C;;0;;1.52532;0.63295;0.18496;AMARELO;77
140;MT;57721;E;;0;;1.87615;0.72711;0.1638;CINZA;78
140;MT;58599;C;;0;;1.52532;0.63295;0.18496;AZUL;79
140;MT;58599;C;;0;;1.52532;0.63295;0.18496;ROSA;80
141;MT;60231;C;18;0;;2.86703;1.9126;0.19442;AMARELO;61
